,EVENT_DATE_YEAR,EVENT_DATE,LAT,LONG,SPCSNO,LATIN_NAME
28923,2016,2016-02-15,52.61476,1.4377463,,Rutilus rutilus
28925,2016,2016-02-15,52.61476,1.4377463,,Scardinius erythrophthalmus
28927,2016,2016-02-15,52.61476,1.4377463,,Esox lucius
28928,2016,2016-02-15,52.61476,1.4377463,,Perca fluviatilis
28930,2017,2017-02-27,52.61476,1.4377463,,Rutilus rutilus
28931,2017,2017-02-27,52.61476,1.4377463,,Scardinius erythrophthalmus
28933,2017,2017-02-27,52.61476,1.4377463,,Esox lucius
28934,2017,2017-02-27,52.61476,1.4377463,,Perca fluviatilis
28936,2018,2018-01-22,52.61476,1.4377463,,Rutilus rutilus
28938,2018,2018-01-22,52.61476,1.4377463,,Perca fluviatilis
28940,2018,2018-01-22,52.61476,1.4377463,,Esox lucius
28941,2018,2018-01-22,52.61476,1.4377463,,Scardinius erythrophthalmus
28942,2019,2019-02-12,52.61476,1.4377463,,Perca fluviatilis
28943,2019,2019-02-12,52.61476,1.4377463,,Rutilus rutilus
28944,2019,2019-02-12,52.61476,1.4377463,,Esox lucius
28948,2019,2019-02-12,52.61476,1.4377463,,Scardinius erythrophthalmus
28949,2022,2022-01-12,52.61476,1.4377463,,Rutilus rutilus
28950,2022,2022-01-12,52.61476,1.4377463,,Perca fluviatilis
28952,2022,2022-01-12,52.61476,1.4377463,,Esox lucius
28954,2022,2022-01-12,52.61476,1.4377463,,Scardinius erythrophthalmus
28956,2023,2023-02-06,52.61476,1.4377463,,Rutilus rutilus
28958,2023,2023-02-06,52.61476,1.4377463,,Esox lucius
28959,2023,2023-02-06,52.61476,1.4377463,,Perca fluviatilis
28960,2023,2023-02-06,52.61476,1.4377463,,Scardinius erythrophthalmus
28961,2023,2023-02-06,52.61476,1.4377463,,Tinca tinca
28966,2008,2008-03-25,52.083643,0.31088899,,Gasterosteus aculeatus
28972,2008,2008-06-09,52.680225,0.50935334,58.0,Anguilla anguilla
28973,2009,2009-05-27,52.680225,0.50935334,163.0,Anguilla anguilla
28974,2010,2010-06-10,52.680225,0.50935334,16.0,Anguilla anguilla
28975,2012,2012-07-18,52.680393,0.50862323,17.0,Anguilla anguilla
28977,2012,2012-07-18,52.680393,0.50862323,4.0,Salmo trutta
28978,2012,2012-07-18,52.680393,0.50862323,4.0,Gobio gobio
28980,2012,2012-07-18,52.680393,0.50862323,3.0,Gasterosteus aculeatus
28983,2014,2014-07-23,52.680393,0.50862323,14.0,Perca fluviatilis
28985,2014,2014-07-23,52.680393,0.50862323,21.0,Anguilla anguilla
28986,2014,2014-07-23,52.680393,0.50862323,4.0,Salmo trutta
28988,2014,2014-07-23,52.680393,0.50862323,,Gobio gobio
28990,2014,2014-07-23,52.680393,0.50862323,,Gasterosteus aculeatus
28991,2017,2017-03-20,52.680393,0.50862323,13.0,Salmo trutta
28993,2017,2017-03-20,52.680393,0.50862323,2.0,Anguilla anguilla
28996,2008,2008-05-23,52.798765,0.49053875,1.0,Gobio gobio
28997,2008,2008-05-23,52.798765,0.49053875,2.0,Esox lucius
29000,2008,2008-05-23,52.798765,0.49053875,15.0,Anguilla anguilla
29001,2008,2008-05-23,52.798765,0.49053875,2.0,Salmo trutta
29002,2009,2009-06-01,52.798765,0.49053875,62.0,Anguilla anguilla
29003,2010,2010-07-06,52.798765,0.49053875,60.0,Anguilla anguilla
29005,2012,2012-08-06,52.798691,0.48980756,1.0,Gobio gobio
29006,2012,2012-08-06,52.798691,0.48980756,7.0,Esox lucius
29009,2012,2012-08-06,52.798691,0.48980756,9.0,Anguilla anguilla
29010,2012,2012-08-06,52.798691,0.48980756,5.0,Salmo trutta
29011,2014,2014-06-12,52.798691,0.48980756,25.0,Anguilla anguilla
29015,2014,2014-06-12,52.798691,0.48980756,9.0,Salmo trutta
29016,2014,2014-06-12,52.798691,0.48980756,4.0,Esox lucius
29017,2008,2008-05-19,52.912373,0.4945103,30.0,Gasterosteus aculeatus
29018,2008,2008-05-19,52.912373,0.4945103,70.0,Anguilla anguilla
29019,2008,2008-05-19,52.912373,0.4945103,22.0,Salmo trutta
29020,2008,2008-05-19,52.912373,0.4945103,3.0,Platichthys flesus
29021,2008,2008-05-19,52.912373,0.4945103,3.0,Pungitius pungitius
29022,2009,2009-05-20,52.912373,0.4945103,23.0,Anguilla anguilla
29023,2010,2010-06-08,52.912373,0.4945103,7.0,Anguilla anguilla
29024,2012,2012-07-19,52.912437,0.49400828,11.0,Anguilla anguilla
29025,2012,2012-07-19,52.912437,0.49400828,6.0,Salmo trutta
29026,2012,2012-07-19,52.912437,0.49400828,53.0,Gasterosteus aculeatus
29027,2014,2014-06-10,52.912437,0.49400828,17.0,Anguilla anguilla
29028,2014,2014-06-10,52.912437,0.49400828,21.0,Salmo trutta
29029,2014,2014-06-10,52.912437,0.49400828,25.0,Gasterosteus aculeatus
29030,2008,2008-06-18,52.583735,0.34561436,46.0,Anguilla anguilla
29031,2009,2009-06-03,52.583735,0.34561436,45.0,Anguilla anguilla
29032,2010,2010-07-20,52.583735,0.34561436,23.0,Anguilla anguilla
29033,2012,2012-07-24,52.583752,0.34567431,26.0,Anguilla anguilla
29034,2012,2012-07-24,52.583752,0.34567431,100.0,Gasterosteus aculeatus
29035,2012,2012-07-24,52.583752,0.34567431,3.0,Esox lucius
29036,2012,2012-07-24,52.583752,0.34567431,2.0,Perca fluviatilis
29038,2012,2012-07-24,52.583752,0.34567431,1000.0,Rutilus rutilus
29041,2014,2014-06-18,52.583752,0.34567431,22.0,Anguilla anguilla
29042,2014,2014-06-18,52.583752,0.34567431,1.0,Esox lucius
29044,2014,2014-06-18,52.583752,0.34567431,1.0,Gasterosteus aculeatus
29045,2014,2014-06-18,52.583752,0.34567431,1.0,Tinca tinca
29046,2014,2014-06-18,52.583752,0.34567431,1.0,Scardinius erythrophthalmus
29049,2007,2007-05-10,52.319493,-0.0011811269,160.0,Anguilla anguilla
29050,2008,2008-06-16,52.320325,-0.0019653565,49.0,Anguilla anguilla
29051,2009,2009-05-29,52.320325,-0.0019653565,78.0,Anguilla anguilla
29052,2010,2010-10-08,52.320325,-0.0019653565,4.0,Anguilla anguilla
29053,2011,2011-05-04,52.320325,-0.0019653565,16.0,Anguilla anguilla
29054,2013,2013-05-02,52.320325,-0.0019653565,24.0,Anguilla anguilla
29057,2013,2013-05-02,52.320325,-0.0019653565,,Perca fluviatilis
29058,2013,2013-05-02,52.320325,-0.0019653565,,Rutilus rutilus
29060,2013,2013-05-02,52.320325,-0.0019653565,,Tinca tinca
29061,2013,2013-05-02,52.320325,-0.0019653565,,Gasterosteus aculeatus
29062,2007,2007-05-23,52.316923,-0.035042833,30.0,Anguilla anguilla
29063,2008,2008-06-17,52.316923,-0.035042833,20.0,Anguilla anguilla
29064,2009,2009-05-29,52.316923,-0.035042833,15.0,Anguilla anguilla
29065,2010,2010-06-23,52.316923,-0.035042833,5.0,Anguilla anguilla
29066,2011,2011-05-17,52.316923,-0.035042833,17.0,Anguilla anguilla
29067,2011,2011-05-17,52.316923,-0.035042833,2.0,Anguilla anguilla
29069,2013,2013-04-29,52.316923,-0.035042833,11.0,Perca fluviatilis
29070,2013,2013-04-29,52.316923,-0.035042833,3.0,Esox lucius
29071,2013,2013-04-29,52.316923,-0.035042833,3.0,Rutilus rutilus
29073,2013,2013-04-29,52.316923,-0.035042833,1.0,Alburnus alburnus
29075,2013,2013-04-29,52.316923,-0.035042833,1.0,Gasterosteus aculeatus
29076,2013,2013-04-29,52.316923,-0.035042833,10.0,Anguilla anguilla
29077,2008,2008-06-05,52.872194,0.495131,2.0,Gasterosteus aculeatus
29078,2008,2008-06-05,52.872194,0.495131,6.0,Gobio gobio
29079,2008,2008-06-05,52.872194,0.495131,76.0,Anguilla anguilla
29080,2009,2009-07-10,52.872194,0.495131,31.0,Anguilla anguilla
29081,2009,2009-07-10,52.872194,0.495131,3.0,Anguilla anguilla
29082,2010,2010-06-17,52.872194,0.495131,41.0,Anguilla anguilla
29083,2010,2010-06-17,52.872194,0.495131,1.0,Anguilla anguilla
29084,2012,2012-07-19,52.872194,0.495131,40.0,Anguilla anguilla
29085,2012,2012-07-19,52.872194,0.495131,7.0,Anguilla anguilla
29086,2012,2012-07-19,52.872194,0.495131,42.0,Rutilus rutilus
29088,2012,2012-07-19,52.872194,0.495131,57.0,Gobio gobio
29089,2014,2014-06-06,52.872194,0.495131,20.0,Anguilla anguilla
29090,2014,2014-06-06,52.872194,0.495131,2.0,Gobio gobio
29091,2014,2014-06-06,52.872194,0.495131,1.0,Gasterosteus aculeatus
29092,2014,2014-06-06,52.872194,0.495131,1.0,Pungitius pungitius
29093,2008,2008-04-23,51.546348,0.10944096,,Rutilus rutilus
29094,2008,2008-04-23,51.546348,0.10944096,,Perca fluviatilis
29097,2008,2008-04-23,51.546348,0.10944096,,Anguilla anguilla
29098,2008,2008-04-23,51.546348,0.10944096,,Gasterosteus aculeatus
29100,2013,2013-04-11,51.546719,0.1093283,,Rutilus rutilus
29101,2013,2013-04-11,51.546719,0.1093283,,Pungitius pungitius
29102,2013,2013-04-11,51.546719,0.1093283,,Anguilla anguilla
29103,2019,2019-04-11,51.546348,0.10944096,50.0,Cyprinus carpio
29104,2019,2019-04-11,51.546348,0.10944096,1.0,Cyprinus carpio
29105,2019,2019-04-11,51.546348,0.10944096,7.0,Anguilla anguilla
29106,2019,2019-04-11,51.546348,0.10944096,2.0,Tinca tinca
29107,2019,2019-04-11,51.546348,0.10944096,,Pungitius pungitius
29108,2019,2019-04-11,51.546348,0.10944096,,Gasterosteus aculeatus
29109,2008,2008-11-27,52.771154,1.433161,11.0,Rutilus rutilus
29112,2008,2008-11-27,52.771154,1.433161,12.0,Pungitius pungitius
29113,2008,2008-11-27,52.771154,1.433161,3.0,Gasterosteus aculeatus
29114,2008,2008-11-27,52.771154,1.433161,61.0,Anguilla anguilla
29116,2011,2011-03-14,52.769635,1.4510732,11.0,Pungitius pungitius
29117,2011,2011-03-14,52.769635,1.4510732,14.0,Anguilla anguilla
29118,2011,2011-03-14,52.769635,1.4510732,1.0,Tinca tinca
29119,2011,2011-03-14,52.769635,1.4510732,2.0,Gasterosteus aculeatus
29120,2017,2017-03-08,52.769635,1.4510732,1.0,Gasterosteus aculeatus
29121,2017,2017-03-08,52.769635,1.4510732,3.0,Anguilla anguilla
29122,2017,2017-03-08,52.769635,1.4510732,2.0,Pungitius pungitius
29123,2008,2008-11-26,52.799668,1.4697758,254.0,Rutilus rutilus
29124,2008,2008-11-26,52.799668,1.4697758,6.0,Esox lucius
29125,2008,2008-11-26,52.799668,1.4697758,12.0,Perca fluviatilis
29126,2008,2008-11-26,52.799668,1.4697758,15.0,Scardinius erythrophthalmus
29127,2011,2011-11-18,52.799668,1.4697758,10.0,Esox lucius
29128,2011,2011-11-18,52.799668,1.4697758,15.0,Rutilus rutilus
29129,2011,2011-11-18,52.799668,1.4697758,2.0,Scardinius erythrophthalmus
29130,2011,2011-11-18,52.799668,1.4697758,7.0,Perca fluviatilis
29131,2014,2014-02-14,52.799668,1.4697758,1.0,Scardinius erythrophthalmus
29132,2014,2014-02-14,52.799668,1.4697758,2.0,Esox lucius
29133,2014,2014-12-15,52.798891,1.4689867,73.0,Rutilus rutilus
29134,2014,2014-12-15,52.798891,1.4689867,7.0,Perca fluviatilis
29135,2014,2014-12-15,52.798891,1.4689867,6.0,Esox lucius
29136,2014,2014-12-15,52.798891,1.4689867,2.0,Scardinius erythrophthalmus
29137,2008,2008-12-02,52.66532,1.5317058,,Esox lucius
29138,2008,2008-12-02,52.66532,1.5317058,,Tinca tinca
29139,2008,2008-12-02,52.66532,1.5317058,,Anguilla anguilla
29141,2008,2008-05-07,51.663773,0.13543918,14.0,Gasterosteus aculeatus
29143,2008,2008-05-07,51.663773,0.13543918,1.0,Anguilla anguilla
29144,2008,2008-05-07,51.663773,0.13543918,1719.0,Phoxinus phoxinus
29145,2008,2008-05-07,51.663773,0.13543918,1.0,Rutilus rutilus
29147,2008,2008-05-07,51.663773,0.13543918,3.0,Esox lucius
29150,2014,2014-04-17,51.663773,0.13543918,5.0,Rutilus rutilus
29151,2014,2014-04-17,51.663773,0.13543918,5.0,Esox lucius
29154,2014,2014-04-17,51.663773,0.13543918,,Phoxinus phoxinus
29155,2008,2008-06-10,52.903264,1.0631067,1.0,Salmo trutta
29160,2008,2008-06-11,52.902653,1.0620374,1.0,Salmo trutta
29162,2008,2008-06-12,52.884935,1.0624826,1.0,Tinca tinca
29163,2008,2008-06-12,52.884935,1.0624826,2.0,Anguilla anguilla
29164,2008,2008-06-12,52.884935,1.0624826,1.0,Salmo trutta
29165,2008,2008-06-13,52.88306,1.0637032,1.0,Salmo trutta
29166,2008,2008-06-13,52.88306,1.0637032,3.0,Gasterosteus aculeatus
29168,2008,2008-06-13,52.88306,1.0637032,3.0,Anguilla anguilla
29171,2008,2008-06-14,52.897842,1.0575191,2.0,Salmo trutta
29174,2008,2008-06-15,52.890755,1.0627742,9.0,Salmo trutta
29177,2008,2008-06-16,52.877704,1.0712035,4.0,Salmo trutta
29178,2008,2008-07-14,51.844709,0.89626468,339.0,Anguilla anguilla
29179,2008,2008-08-18,52.586444,0.34686626,,Perca fluviatilis
29180,2008,2008-08-18,52.586444,0.34686626,,Esox lucius
29182,2008,2008-08-18,52.586444,0.34686626,,Tinca tinca
29183,2008,2008-10-09,52.586444,0.34686626,,Anguilla anguilla
29184,2008,2008-10-09,52.586444,0.34686626,,Perca fluviatilis
29185,2008,2008-10-09,52.586444,0.34686626,,Esox lucius
29186,2008,2008-10-09,52.586444,0.34686626,,Rutilus rutilus
29189,2008,2008-10-09,52.586444,0.34686626,,Tinca tinca
29191,2008,2008-08-18,52.58716,0.34748029,,Perca fluviatilis
29192,2008,2008-08-18,52.58716,0.34748029,,Esox lucius
29193,2008,2008-08-18,52.58716,0.34748029,,Rutilus rutilus
29195,2008,2008-08-18,52.58716,0.34748029,,Tinca tinca
29197,2008,2008-08-18,52.58716,0.34748029,,Salmo trutta
29199,2008,2008-08-19,52.637334,0.37094719,,Perca fluviatilis
29201,2008,2008-08-19,52.637334,0.37094719,,Rutilus rutilus
29202,2008,2008-08-19,52.637334,0.37094719,,Anguilla anguilla
29203,2008,2008-08-21,52.699861,0.37998949,,Gobio gobio
29204,2008,2008-08-21,52.699861,0.37998949,,Perca fluviatilis
29205,2008,2008-08-21,52.699861,0.37998949,,Rutilus rutilus
29206,2008,2008-08-21,52.700607,0.38001527,,Perca fluviatilis
29207,2008,2008-08-21,52.700607,0.38001527,,Esox lucius
29208,2008,2008-08-21,52.700607,0.38001527,,Rutilus rutilus
29209,2008,2008-09-22,52.807012,0.55598666,,Salmo trutta
29210,2008,2008-09-22,52.806498,0.55733641,,Salmo trutta
29211,2008,2008-09-22,52.806254,0.56030454,,Gasterosteus aculeatus
29212,2008,2008-09-22,52.806254,0.56030454,,Salmo trutta
29213,2008,2008-09-23,52.90182,0.51778599,,Gasterosteus aculeatus
29214,2008,2008-09-23,52.90182,0.51778599,,Salmo trutta
29215,2008,2008-09-23,52.90182,0.51778599,,Anguilla anguilla
29216,2008,2008-10-10,52.125791,0.038378488,,Salmo trutta
29217,2008,2008-10-10,52.125791,0.038378488,,Gobio gobio
29222,2008,2008-10-10,52.125791,0.038378488,,Phoxinus phoxinus
29223,2008,2008-10-10,52.125791,0.038378488,,Anguilla anguilla
29224,2008,2008-10-10,52.125791,0.038378488,,Rutilus rutilus
29225,2008,2008-10-10,52.125791,0.038378488,,Pungitius pungitius
29228,2008,2008-10-10,52.095223,0.0098007319,,Gasterosteus aculeatus
29230,2012,2012-06-07,52.093688,0.011249995,,Pungitius pungitius
29231,2012,2012-06-07,52.093688,0.011249995,,Gasterosteus aculeatus
29232,2013,2013-05-29,52.094864,0.010310149,1.0,Pungitius pungitius
29233,2013,2013-05-29,52.094864,0.010310149,9.0,Gasterosteus aculeatus
29235,2013,2013-05-29,52.094864,0.010310149,2.0,Salmo trutta
29236,2016,2016-06-30,52.094864,0.010310149,34.0,Salmo trutta
29238,2016,2016-06-30,52.094864,0.010310149,1.0,Anguilla anguilla
29239,2019,2019-06-05,52.094864,0.010310149,4.0,Salmo trutta
29241,2019,2019-06-05,52.094864,0.010310149,8.0,Gasterosteus aculeatus
29243,2015,2015-06-02,51.72749,-0.012967339,,Alburnus alburnus
29247,2015,2015-06-02,51.72749,-0.012967339,,Gobio gobio
29248,2015,2015-06-02,51.72749,-0.012967339,,Esox lucius
29249,2015,2015-06-02,51.72749,-0.012967339,,Rutilus rutilus
29250,2015,2015-06-02,51.72749,-0.012967339,,Anguilla anguilla
29251,2015,2015-06-02,51.72749,-0.012967339,,Perca fluviatilis
29252,2015,2015-06-02,51.72749,-0.012967339,,Phoxinus phoxinus
29253,2008,2008-10-10,52.082469,1.2804776,,Salmo trutta
29254,2008,2008-10-10,52.082469,1.2804776,,Rutilus rutilus
29256,2008,2008-10-10,52.082469,1.2804776,,Perca fluviatilis
29257,2008,2008-10-10,52.082469,1.2804776,,Anguilla anguilla
29258,2008,2008-10-10,52.082469,1.2804776,,Gasterosteus aculeatus
29260,2008,2008-10-10,52.082469,1.2804776,,Platichthys flesus
29261,2008,2008-10-10,52.082469,1.2804776,,Pungitius pungitius
29262,2008,2008-09-17,52.165048,0.089844068,,Esox lucius
29263,2008,2008-09-17,52.165048,0.089844068,,Phoxinus phoxinus
29268,2010,2010-03-16,52.165048,0.089844068,,Phoxinus phoxinus
29271,2010,2010-03-16,52.165048,0.089844068,,Esox lucius
29274,2010,2010-11-11,52.165048,0.089844068,,Gobio gobio
29275,2010,2010-11-11,52.165048,0.089844068,,Phoxinus phoxinus
29276,2010,2010-11-11,52.165048,0.089844068,,Perca fluviatilis
29277,2010,2010-11-11,52.165048,0.089844068,,Esox lucius
29278,2010,2010-11-11,52.165048,0.089844068,,Rutilus rutilus
29281,2008,2008-09-17,52.159745,0.090706797,,Gobio gobio
29283,2008,2008-09-17,52.159745,0.090706797,,Esox lucius
29287,2010,2010-03-16,52.159745,0.090706797,,Phoxinus phoxinus
29291,2010,2010-11-11,52.159745,0.090706797,,Gobio gobio
29292,2010,2010-11-11,52.159745,0.090706797,,Phoxinus phoxinus
29294,2010,2010-11-11,52.159745,0.090706797,,Salmo trutta
29295,2010,2010-11-11,52.159745,0.090706797,,Anguilla anguilla
29296,2008,2008-09-17,52.156428,0.088095283,,Salmo trutta
29297,2008,2008-09-17,52.156428,0.088095283,,Rutilus rutilus
29299,2008,2008-09-17,52.156428,0.088095283,,Phoxinus phoxinus
29301,2008,2008-09-17,52.156428,0.088095283,,Perca fluviatilis
29305,2008,2008-09-17,52.156428,0.088095283,,Anguilla anguilla
29306,2008,2008-09-17,52.156428,0.088095283,,Gobio gobio
29309,2010,2010-03-16,52.156428,0.088095283,,Phoxinus phoxinus
29311,2010,2010-03-16,52.156428,0.088095283,,Gobio gobio
29312,2010,2010-03-16,52.156428,0.088095283,,Salmo trutta
29313,2012,2012-03-30,51.779733,0.00046098477,5.0,Alburnus alburnus
29314,2012,2012-03-30,51.779733,0.00046098477,5.0,Perca fluviatilis
29315,2012,2012-03-30,51.779733,0.00046098477,20.0,Rutilus rutilus
29318,2008,2008-11-19,52.369281,0.35676866,,Cyprinus carpio
29319,2008,2008-11-19,52.369281,0.35676866,,Perca fluviatilis
29320,2008,2008-11-19,52.369281,0.35676866,,Esox lucius
29321,2008,2008-11-19,52.369281,0.35676866,,Rutilus rutilus
29324,2008,2008-11-19,52.369281,0.35676866,,Tinca tinca
29327,2008,2008-12-16,52.574383,0.084272021,,Perca fluviatilis
29328,2008,2008-12-16,52.574383,0.084272021,,Rutilus rutilus
29329,2008,2008-12-16,52.574383,0.084272021,,Scardinius erythrophthalmus
29330,2008,2008-12-16,52.574383,0.084272021,,Scardinius erythrophthalmus
29332,2008,2008-12-16,52.574383,0.084272021,,Tinca tinca
29333,2008,2008-12-16,52.574383,0.084272021,,Cyprinus carpio
29354,2010,2010-08-19,52.721473,1.1121058,,Salmo trutta
29357,2010,2010-08-19,52.721473,1.1121058,,Rutilus rutilus
29358,2010,2010-08-19,52.721473,1.1121058,,Perca fluviatilis
29359,2010,2010-08-19,52.721473,1.1121058,,Gobio gobio
29360,2010,2010-08-19,52.721473,1.1121058,,Phoxinus phoxinus
29361,2010,2010-08-19,52.721473,1.1121058,,Esox lucius
29362,2010,2010-08-19,52.721473,1.1121058,,Tinca tinca
29366,2010,2010-08-19,52.721473,1.1121058,,Anguilla anguilla
29402,2005,2005-10-07,52.695425,1.1638212,,Esox lucius
29412,2011,2011-09-28,51.599383,0.15475538,,Gasterosteus aculeatus
29413,2019,2019-10-23,51.599383,0.15475538,,Gasterosteus aculeatus
29414,2009,2009-01-23,52.46531,1.561811,,Gasterosteus aculeatus
29417,2009,2009-01-23,52.46531,1.561811,,Rutilus rutilus
29418,2009,2009-01-23,52.46531,1.561811,,Esox lucius
29419,2009,2009-01-23,52.46531,1.561811,,Perca fluviatilis
29421,2009,2009-01-23,52.46531,1.561811,,Scardinius erythrophthalmus
29428,2008,2008-02-15,52.465513,1.5598247,,Gobio gobio
29429,2008,2008-02-15,52.465513,1.5598247,,Perca fluviatilis
29430,2008,2008-02-15,52.465513,1.5598247,,Rutilus rutilus
29431,2008,2008-02-15,52.465513,1.5598247,,Scardinius erythrophthalmus
29432,2008,2008-02-15,52.465513,1.5598247,,Esox lucius
29435,2010,2010-03-05,52.46531,1.561811,,Perca fluviatilis
29436,2010,2010-03-05,52.46531,1.561811,,Rutilus rutilus
29437,2010,2010-03-05,52.46531,1.561811,,Esox lucius
29440,2011,2011-02-03,52.46531,1.561811,,Rutilus rutilus
29444,2011,2011-02-03,52.46531,1.561811,,Perca fluviatilis
29445,2011,2011-02-03,52.46531,1.561811,,Gasterosteus aculeatus
29446,2011,2011-02-03,52.46531,1.561811,,Esox lucius
29448,2011,2011-02-03,52.46531,1.561811,,Scardinius erythrophthalmus
29449,2012,2012-01-27,52.46531,1.561811,,Rutilus rutilus
29453,2012,2012-01-27,52.46531,1.561811,,Perca fluviatilis
29454,2012,2012-01-27,52.46531,1.561811,,Esox lucius
29455,2012,2012-01-27,52.46531,1.561811,,Scardinius erythrophthalmus
29456,2013,2013-03-06,52.46531,1.561811,,Perca fluviatilis
29457,2013,2013-03-06,52.46531,1.561811,,Rutilus rutilus
29459,2013,2013-03-06,52.46531,1.561811,,Esox lucius
29460,2013,2013-03-06,52.46531,1.561811,,Anguilla anguilla
29465,2014,2014-01-13,52.46531,1.561811,,Rutilus rutilus
29467,2014,2014-01-13,52.46531,1.561811,,Esox lucius
29468,2014,2014-01-13,52.46531,1.561811,,Perca fluviatilis
29469,2014,2014-01-13,52.46531,1.561811,,Scardinius erythrophthalmus
29470,2015,2015-02-25,52.46531,1.561811,,Esox lucius
29472,2015,2015-02-25,52.46531,1.561811,,Rutilus rutilus
29473,2015,2015-02-25,52.46531,1.561811,,Perca fluviatilis
29477,2015,2015-02-25,52.46531,1.561811,,Anguilla anguilla
29479,2016,2016-02-25,52.46531,1.561811,,Perca fluviatilis
29480,2016,2016-02-25,52.46531,1.561811,,Esox lucius
29481,2016,2016-02-25,52.46531,1.561811,,Rutilus rutilus
29483,2016,2016-02-25,52.46531,1.561811,,Gobio gobio
29487,2016,2016-02-25,52.46531,1.561811,,Anguilla anguilla
29488,2016,2016-02-25,52.46531,1.561811,,Scardinius erythrophthalmus
29489,2017,2017-02-06,52.46531,1.561811,,Esox lucius
29490,2017,2017-02-06,52.46531,1.561811,,Rutilus rutilus
29491,2017,2017-02-06,52.46531,1.561811,,Perca fluviatilis
29494,2017,2017-02-06,52.46531,1.561811,,Gasterosteus aculeatus
29495,2017,2017-02-06,52.46531,1.561811,,Scardinius erythrophthalmus
29496,2017,2017-02-06,52.46531,1.561811,,Tinca tinca
29498,2018,2018-01-08,52.46531,1.561811,,Esox lucius
29499,2018,2018-01-08,52.46531,1.561811,,Rutilus rutilus
29502,2018,2018-01-08,52.46531,1.561811,,Scardinius erythrophthalmus
29504,2018,2018-01-08,52.46531,1.561811,,Perca fluviatilis
29505,2018,2018-01-08,52.46531,1.561811,,Gasterosteus aculeatus
29506,2019,2019-02-08,52.46531,1.561811,,Esox lucius
29507,2019,2019-02-08,52.46531,1.561811,,Rutilus rutilus
29508,2019,2019-02-08,52.46531,1.561811,,Scardinius erythrophthalmus
29510,2019,2019-02-08,52.46531,1.561811,,Perca fluviatilis
29512,2019,2019-02-08,52.46531,1.561811,,Gasterosteus aculeatus
29513,2019,2019-02-08,52.46531,1.561811,,Pungitius pungitius
29515,2022,2022-02-01,52.46531,1.561811,,Rutilus rutilus
29516,2022,2022-02-01,52.46531,1.561811,,Perca fluviatilis
29517,2022,2022-02-01,52.46531,1.561811,,Esox lucius
29518,2023,2023-02-03,52.46531,1.561811,,Rutilus rutilus
29521,2023,2023-02-03,52.46531,1.561811,,Gobio gobio
29522,2023,2023-02-03,52.46531,1.561811,,Perca fluviatilis
29524,2023,2023-02-03,52.46531,1.561811,,Scardinius erythrophthalmus
29525,2023,2023-02-03,52.46531,1.561811,,Tinca tinca
29526,2023,2023-02-03,52.46531,1.561811,,Pungitius pungitius
29529,2015,2015-03-06,52.773259,1.0761195,22.0,Gasterosteus aculeatus
29531,2009,2009-02-11,52.768176,1.101367,1.0,Gasterosteus aculeatus
29533,2009,2009-02-09,52.773341,1.1507138,12.0,Salmo trutta
29535,2011,2011-12-22,52.773341,1.1507138,5.0,Gasterosteus aculeatus
29536,2011,2011-12-22,52.773341,1.1507138,26.0,Salmo trutta
29537,2013,2013-01-10,52.773341,1.1507138,12.0,Salmo trutta
29538,2013,2013-01-10,52.773341,1.1507138,3.0,Gasterosteus aculeatus
29541,2014,2014-02-06,52.772974,1.1503018,12.0,Gasterosteus aculeatus
29542,2014,2014-02-06,52.772974,1.1503018,66.0,Salmo trutta
29543,2015,2015-03-06,52.772974,1.1503018,11.0,Salmo trutta
29544,2015,2015-03-06,52.772974,1.1503018,1.0,Gasterosteus aculeatus
29545,2016,2016-04-05,52.773144,1.1506996,48.0,Salmo trutta
29546,2016,2016-04-05,52.773144,1.1506996,12.0,Gasterosteus aculeatus
29547,2009,2009-02-18,52.752875,1.0383545,2.0,Gasterosteus aculeatus
29548,2015,2015-03-05,52.752821,1.0390474,23.0,Gasterosteus aculeatus
29550,2009,2009-02-18,52.784748,1.1499068,1.0,Pungitius pungitius
29551,2009,2009-02-18,52.784748,1.1499068,16.0,Gasterosteus aculeatus
29553,2009,2009-02-18,52.784748,1.1499068,5.0,Salmo trutta
29554,2009,2009-02-20,52.753247,1.1130525,16.0,Salmo trutta
29557,2009,2009-02-20,52.781218,1.0180238,21.0,Gobio gobio
29558,2009,2009-02-20,52.781218,1.0180238,153.0,Phoxinus phoxinus
29560,2009,2009-02-20,52.781218,1.0180238,1.0,Esox lucius
29561,2009,2009-02-20,52.781218,1.0180238,3.0,Rutilus rutilus
29562,2009,2009-02-20,52.781218,1.0180238,5.0,Gasterosteus aculeatus
29565,2014,2014-02-18,52.78091,1.0177356,14.0,Gobio gobio
29568,2014,2014-02-18,52.78091,1.0177356,231.0,Phoxinus phoxinus
29570,2014,2014-02-18,52.78091,1.0177356,1.0,Pungitius pungitius
29571,2014,2014-02-18,52.78091,1.0177356,26.0,Gasterosteus aculeatus
29572,2014,2014-02-18,52.78091,1.0177356,2.0,Salmo trutta
29576,2009,2009-02-26,52.787386,1.0254819,6.0,Rutilus rutilus
29577,2009,2009-02-26,52.787386,1.0254819,73.0,Phoxinus phoxinus
29579,2009,2009-02-26,52.787386,1.0254819,2.0,Gasterosteus aculeatus
29580,2009,2009-02-26,52.787386,1.0254819,4.0,Gobio gobio
